STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AL,Albania,2021,,2.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AL,Albania,2022,,2.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AL,Albania,2023,,2.5,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AT,Austria,2020,,3.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AT,Austria,2021,,3.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",AT,Austria,2022,,3.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BA,Bosnia and Herzegovina,2020,,8.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BA,Bosnia and Herzegovina,2021,,8.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BA,Bosnia and Herzegovina,2022,,7.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BA,Bosnia and Herzegovina,2023,,6.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BE,Belgium,2020,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BE,Belgium,2021,,4.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BE,Belgium,2022,,4.0,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BG,Bulgaria,2020,,5.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BG,Bulgaria,2021,,5.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",BG,Bulgaria,2022,,4.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CH,Switzerland,2020,,3.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CH,Switzerland,2021,,3.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CH,Switzerland,2022,,3.4,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CY,Cyprus,2020,,5.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CY,Cyprus,2021,,5.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CY,Cyprus,2022,,4.5,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CZ,Czechia,2020,,8.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CZ,Czechia,2021,,8.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",CZ,Czechia,2022,,7.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DE,Germany,2020,,3.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DE,Germany,2021,,3.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DE,Germany,2022,,3.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DK,Denmark,2020,,3.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DK,Denmark,2021,,4.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",DK,Denmark,2022,,3.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EE,Estonia,2020,,8.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EE,Estonia,2021,,7.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EE,Estonia,2022,,6.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EL,Greece,2020,,5.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EL,Greece,2021,,4.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EL,Greece,2022,,4.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EL,Greece,2023,,3.9,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",ES,Spain,2020,,4.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",ES,Spain,2021,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",ES,Spain,2022,,4.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EU27_2020,European Union - 27 countries (from 2020),2020,,4.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EU27_2020,European Union - 27 countries (from 2020),2021,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",EU27_2020,European Union - 27 countries (from 2020),2022,,4.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FI,Finland,2020,,5.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FI,Finland,2021,,4.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FI,Finland,2022,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FI,Finland,2023,,4.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FI,Finland,2024,,4.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FR,France,2020,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FR,France,2021,,4.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",FR,France,2022,,3.7,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HR,Croatia,2020,,7.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HR,Croatia,2021,,7.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HR,Croatia,2022,,7.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HR,Croatia,2023,,7.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HU,Hungary,2020,,7.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HU,Hungary,2021,,7.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",HU,Hungary,2022,,7.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IE,Ireland,2020,,6.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IE,Ireland,2021,,5.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IE,Ireland,2022,,4.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IE,Ireland,2023,,4.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IS,Iceland,2020,,4.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IS,Iceland,2021,,4.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IS,Iceland,2022,,3.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IS,Iceland,2023,,3.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IS,Iceland,2024,,3.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IT,Italy,2020,,4.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IT,Italy,2021,,4.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IT,Italy,2022,,4.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",IT,Italy,2023,,3.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LT,Lithuania,2020,,6.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LT,Lithuania,2021,,5.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LT,Lithuania,2022,,5.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LT,Lithuania,2023,,5.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LU,Luxembourg,2020,,9.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LU,Luxembourg,2021,,8.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LU,Luxembourg,2022,,9.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LU,Luxembourg,2023,,10.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP02,"Alcoholic beverages, tobacco and narcotics",LV,Latvia,2020,,8.4,,,,,
